Study_ID,title,year,journal,authors,Bird,Fish,Marine_Mammals,Other,Reason_for_Exclusion,Filename_article,Filename_suppl_files,Filename_suppl_files_2,Extracted_N_Partially_Fully,Assigned_to,Assigned_to_2,,Date_data_extraction,Extraction_time_in_min,Extraction_comments,Checked_name,Date_data_checked,Checking_comments
P_XXXX,Text,Year,Text,Names,NA / Bird,NA / Fish,NA / Marine Mammals,NA / Other,Text / NA (if included),Text,Text / NA (if suppl not present),Text / NA (if suppl not present),N (not extracted yet) / in Progress / Partially / Fully,Name,,,Date,Time in min,Text,Losia / Cat,Date,Text
P_0431,Presence and impact of Stockholm Convention POPs in gull eggs from Spanish and Portuguese natural and national parks,2018,Science of the Total Environment,,Bird,NA,NA,NA,,P_0431_Zapata_2018,P_0431_Zapata_2018_Suppl,,Fully,Cat,,10/03/2022,16/03/2022,8,,LR,17/03/2022,
P_0433,"Distribution of perfluorinated compounds (PFASs) in the aquatic environment of the industrially polluted Vaal River, South Africa",2018,Science of the Total Environment,,NA,Fish,NA,Other,,P_0433_Groffen_2018,P_0433_Groffen_2018_Suppl,,Fully,Cat,,10/03/2022,16/03/2022,14,,LR,17/03/2022,
P_0434,Bioaccumulation of perfluoroalkyl substances in exploited fish and crustaceans: Spatial trends across two estuarine systems,2018,Marine Pollution Bulletin,,NA,Fish,NA,Other,,P_0434_Taylor_2018,NA,,Fully,Cat,,10/03/2022,16/03/2022,15,,LR,17/03/2022,
P_0435,"Nontarget Mass Spectrometry Reveals New Perfluoroalkyl Substances in Fish from the Yangtze River and Tangxun Lake, China",2018,Environmental Science and Technology,,NA,Fish,NA,NA,,P_0435_Liu_2018,P_0435_Liu_2018_Suppl,,Fully,Cat,,10/03/2022,16/03/2022,11,,LR,17/03/2022,
P_0436,Perfluoroalkyl Acids in European Starling Eggs Indicate Landfill and Urban Influences in Canadian Terrestrial Environments,2018,Environmental Science and Technology,,Bird,NA,NA,NA,,P_0436_Gewurtz_2018,P_0436_Gewurtz_2018_Suppl,,Fully,Cat,,10/03/2022,16/03/2022,12,,LR,17/03/2022,
P_0437,Feasibility of using the National Marine Mammal Tissue Bank for retrospective exploratory studies of perfluorinated alkyl acids,2018,Science of the Total Environment,,NA,NA,Marine Mammals,NA,,P_0437_Lynch_2018,P_0437_Lynch_2018_Suppl,,Fully,Cat,,10/03/2022,16/03/2022,16,,LR,17/03/2022,
P_0438,"Probing the Differential Tissue Distribution and Bioaccumulation Behavior of Per- and Polyfluoroalkyl Substances of Varying Chain-Lengths, Isomeric Structures and Functional Groups in Crucian Carp",2018,Environmental Science and Technology,,NA,Fish,NA,NA,,P_0438_Shi_2018,P_0438_Shi_2018_Suppl,,Fully,Cat,,10/03/2022,16/03/2022,9,,LR,17/03/2022,
P_0440,Perfluorinated alkyl acids and fecundity assessment in striped mullet (Mugil cephalus) at Merritt Island national wildlife refuge,2018,Science of the Total Environment,,NA,Fish,NA,NA,,P_0440_Bangma_2018,P_0440_Bangma_2018_Suppl,,Fully,Cat,,10/03/2022,16/03/2022,10,,LR,17/03/2022,
P_0441,Occurrence and Tissue Distribution of Novel Perfluoroether Carboxylic and Sulfonic Acids and Legacy Per/Polyfluoroalkyl Substances in Black-Spotted Frog (Pelophylax nigromaculatus),2018,Environmental Science and Technology,,NA,NA,NA,Other,,P_0441_Cui_2018,P_0441_Cui_2018_Suppl,,Fully,Cat,,10/03/2022,16/03/2022,11,,LR,17/03/2022,
P_0442,Species-specific profiles and risk assessment of perfluoroalkyl substances in coral reef fishes from the South China Sea,2018,Chemosphere,,NA,Fish,NA,NA,,P_0442_Pan_2018,P_0442_Pan_2018_Suppl,,Fully,Cat,,10/03/2022,16/03/2022,15,,LR,17/03/2022,
P_0445,Multiple-stressor effects in an apex predator: Combined influence of pollutants and sea ice decline on lipid metabolism in polar bears,2017,Scientific Reports,,NA,NA,Marine Mammals,NA,,P_0445_Tarty_2017,P_0445_Tarty_2017_Suppl,,Fully,Cat,,10/03/2022,17/03/2022,12,,,,
P_0446,"EROD activity, chromosomal damage, and oxidative stress in response to contaminants exposure in tree swallow (Tachycineta bicolor) nestlings from Great Lakes Areas of Concern",2017,Ecotoxicology,,Bird,NA,NA,NA,,P_0446_Custer_2017,P_0446_Custer_2017_Suppl_1,"P_0446_Custer_2017_Suppl_2, P_0446_Custer_2017_Suppl_3",Fully,Cat,,10/03/2022,17/03/2022,14,,,,
P_0447,"The measurement of bisphenol A and its analogues, perfluorinated compounds in twenty species of freshwater and marine fishes, a time-trend comparison and human health based assessment",2017,Marine Pollution Bulletin,,,,,,"Excluded --> Paper states that fish from market, although it calls the fish Hongkong species, it's not clear if they are really from Hongkong and if they are potentially farmed",P_0447_Wong_2017,P_0447_Wong_2017_Suppl,,,Cat,,10/03/2022,17/03/2022,,,,,
P_0448,Occurrence and assessment of perfluoroalkyl acids (PFAAs) in commonly consumed seafood from the coastal area of Bangladesh,2017,Marine Pollution Bulletin,,NA,Fish,NA,Other,,P_0448_Habibullah_Al_Mamun_2017,P_0448_Habibullah_Al_Mamun_2017_Suppl,,Fully,Cat,,10/03/2022,17/03/2022,17,,,,
P_0450,Analysis of PFAAs in American alligators part 2: Potential dietary exposure of South Carolina hunters from recreationally harvested alligator meat,2017,Journal of Environmental Sciences (China),,NA,NA,NA,Other,,P_0450_Tipton_2017,P_0450_Tipton_2017_Suppl,,Fully,Cat,,10/03/2022,17/03/2022,14,,,,
P_0451,"Tissue distribution of perfluoroalkyl acids and health status in wild Mozambique tilapia (Oreochromis mossambicus) from Loskop Dam, Mpumalanga, South Africa",2017,Journal of Environmental Sciences (China),,NA,Fish,NA,NA,,P_0451_Bangma_2017,P_0451_Bangma_2017_Suppl,,Fully,Cat,,10/03/2022,17/03/2022,9,,,,
P_0452,First Report on the Occurrence and Bioaccumulation of Hexafluoropropylene Oxide Trimer Acid: An Emerging Concern,2017,Environmental Science and Technology,P_0452_Pan_2017,NA,Fish,NA,NA,,P_0452_Pan_2017,P_0452_Pan_2017_Suppl,,Fully,Lorenzo,,17/03/2022,10/03/2022,12,,CV,16/03/2022,
P_0453,Biomonitoring of fluoroalkylated substances in Antarctica seabird plasma: Development and validation of a fast and rugged method using on-line concentration liquid chromatography tandem mass spectrometry,2017,Journal of Chromatography A,P_0453_Munoz_2017,Bird,NA,NA,NA,,P_0453_Munoz_2017,P_0453_Munoz_2017_Suppl,,Fully,Lorenzo,,17/03/2022,10/03/2022,15,,CV,16/03/2022,
P_0455,Temporal Shifts in Poly- and Perfluoroalkyl Substances (PFASs) in North Atlantic Pilot Whales Indicate Large Contribution of Atmospheric Precursors,2017,Environmental Science and Technology,P_0455_Dassuncao_2017,NA,NA,Marine Mammals,Other,,P_0455_Dassuncao_2017,P_0455_Dassuncao_2017_Suppl,,Fully,Lorenzo,,17/03/2022,11/03/2022,13,,CV,16/03/2022,
P_0456,"Chlorinated Polyfluoroalkyl Ether Sulfonic Acids in Marine Organisms from Bohai Sea, China: Occurrence, Temporal Variations, and Trophic Transfer Behavior",2017,Environmental Science and Technology,P_0456_Liu_2017,NA,Fish,NA,Other,,P_0456_Liu_2017,P_0456_Liu_2017_Suppl,,Fully,Lorenzo,,17/03/2022,11/03/2022,11,,CV,16/03/2022,
P_0457,Organic contamination in tree swallow (Tachycineta bicolor) nestlings at United States and binational Great Lakes Areas of Concern,2017,Environmental Toxicology and Chemistry,P_0457_Custer_2017,Bird,NA,NA,NA,,P_0457_Custer_2017,P_0457_Custer_2017_Suppl,P_0457_Custer_2017_Suppl_1,Fully,Lorenzo,,17/03/2022,11/03/2022,14,,CV,17/03/2022,
P_0459,Gonadal intersex in smallmouth bass Micropterus dolomieu from northern Indiana with correlations to molecular biomarkers and anthropogenic chemicals,2017,Environmental Pollution,P_0459_Abdel-Moneim_2017,NA,Fish,NA,NA,,P_0459_Abdel-Moneim_2017,P_0459_Abdel-Moneim_2017_Suppl,,Fully,Lorenzo,,17/03/2022,11/03/2022,15,,CV,17/03/2022,
P_0460,"Levels of perfluorinated acids (PFCAs) in different tissues of Lepidochelys olivacea sea turtles from the Escobilla beach (Oaxaca, Mexico)",2016,Science of the Total Environment,P_0460_Pasanisi_2016,NA,NA,NA,Other,,P_0460_Pasanisi_2016,NA,,Fully,Lorenzo,,17/03/2022,14/03/2022,9,,CV,17/03/2022,
P_0461,"Poly- and perfluoroalkylated substances (PFASs) in water, sediment and fish muscle tissue from Lake Tana, Ethiopia and implications for human exposure",2016,Chemosphere,P_0461_Ahrens_2016,NA,Fish,NA,NA,,P_0461_Ahrens_2016,P_0461_Ahrens_2016_Suppl,,Fully,Lorenzo,,17/03/2022,14/03/2022,12,,CV,17/03/2022,
P_0462,"Phthalates and perfluorinated alkylated substances in Atlantic bluefin tuna (Thunnus thynnus) specimens from Mediterranean Sea (Sardinia, Italy): Levels and risks for human consumption",2016,"Journal of Environmental Science and Health - Part B Pesticides, Food Contaminants, and Agricultural Wastes",P_0462_Guerranti_2016,NA,Fish,NA,NA,,P_0462_Guerranti_2016,NA,,Fully,Lorenzo,,17/03/2022,14/03/2022,8,,CV,17/03/2022,
P_0463,Blue sharks (Prionace glauca) as bioindicators of pollution and health in the Atlantic Ocean: Contamination levels and biochemical stress responses,2016,Science of the Total Environment,P_0463_Alves_2016,NA,Fish,NA,NA,,P_0463_Alves_2016,P_0463_Alves_2016_Suppl,,Fully,Lorenzo,,17/03/2022,14/03/2022,9,,CV,17/03/2022,
P_0466,"Analysis of the presence of perfluoroalkyl substances in water, sediment and biota of the Jucar River (E Spain). Sources, partitioning and relationships with water physical characteristics",2016,Environmental Research,P_0466_Campo_2016,NA,Fish,NA,NA,,P_0466_Campo_2016,P_0466_Campo_2016_Suppl,,Fully,Lorenzo,,17/03/2022,14/03/2022,12,,CV,17/03/2022,
P_0467,Perfluoroalkylated substances (PFASs) and legacy persistent organic pollutants (POPs) in halibut and shrimp from coastal areas in the far north of Norway: Small survey of important dietary foodstuffs for coastal communities,2016,Marine Pollution Bulletin,P_0467_Carlsson_2016,NA,Fish,NA,Other,,P_0467_Carlsson_2016,P_0467_Carlsson_2016_Suppl,,Fully,Lorenzo,,17/03/2022,14/03/2022,11,,CV,17/03/2022,
P_0468,Organohalogen Contaminants and Vitamins in Northern fur Seals (Callorhinus ursinus) Collected during Subsistence Hunts in Alaska,2016,Archives of Environmental Contamination and Toxicology,P_0468_Reiner_2016,NA,NA,Marine Mammals,NA,,P_0468_Reiner_2016,P_0468_Reiner_2016_Suppl,,Fully,Lorenzo,,17/03/2022,14/03/2022,10,,CV,17/03/2022,
P_0469,Perfluoroalkyl substances in the Ebro and Guadalquivir river basins (Spain),2016,Science of the Total Environment,P_0469_Lorenzo_2016,NA,Fish,NA,NA,,P_0469_Lorenzo_2016,P_0469_Lorenzo_2016_Suppl,,Fully,Lorenzo,,17/03/2022,15/03/2022,9,,CV,17/03/2022,
P_0470,Determination of perfluorinated sulfonate and perfluorinated acids in tissues of free-living European beaver (castor fiber L.) by d-SPE/ micro-UHPLC-MS/MS,2015,Ecotoxicology and Environmental Safety,P_0470_Surma_2015,NA,NA,NA,Other,,P_0470_Surma_2015,NA,,Fully,Lorenzo,,17/03/2022,15/03/2022,9,,CV,17/03/2022,
P_0471,"Perfluorooctane sulfonate (PFOS) and perfluorooctanoic acid (PFOA): emerging contaminants of increasing concern in fish from Lake Varese, Italy",2015,Environmental Monitoring and Assessment,P_0471_Squadrone_2015,NA,Fish,NA,NA,,P_0471_Squadrone_2015,NA,,Fully,Lorenzo,,17/03/2022,15/03/2022,5,,CV,17/03/2022,
P_0472,"Historical usage of aqueous film forming foam: A case study of the widespread distribution of perfluoroalkyl acids from a military airport to groundwater, lakes, soils and fish",2015,Chemosphere,P_0472_Filipovic_2015,NA,Fish,NA,NA,,P_0472_Filipovic_2015,P_0472_Filipovic_2015_Suppl,,Fully,Lorenzo,,17/03/2022,15/03/2022,10,,,,
P_0473,Levels of perfluorinated compounds in raw and cooked Mediterranean finfish and shellfish,2015,Chemosphere,P_0473_Vassiliadou_2015,NA,Fish,NA,Other,,P_0473_Vassiliadou_2015,NA,,Fully,Lorenzo,,17/03/2022,15/03/2022,10,,,,
P_0474,Occurrence and assessment of perfluorinated compounds in fish from the Danjiangkou reservoir and Hanjiang river in China,2015,Food Chemistry,P_0474_He_2015,NA,Fish,NA,NA,,P_0474_He_2015,NA,,Fully,Lorenzo,,17/03/2022,15/03/2022,15,,,,
P_0475,"Temporal trends of polychlorinated biphenyls, polybrominated diphenyl ethers, and perfluorinated compounds in Chinese sturgeon (acipenser sinensis) eggs (1984-2008)",2015,Environmental Science and Technology,P_0475_Jianxian_2015,NA,Fish,NA,NA,,P_0475_Jianxian_2015,P_0475_Jianxian_2015_Suppl,,Fully,Lorenzo,,17/03/2022,16/03/2022,8,,,,
P_0476,Which coastal and marine environmental contaminants are truly emerging?,2015,Environmental Science and Pollution Research,P_0476_Maruya_2015,NA,NA,NA,Other,,P_0476_Maruya_2015,P_0476_Maruya_2015_Suppl,,Fully,Lorenzo,,17/03/2022,16/03/2022,14,,,,
P_0477,Environmental pollutants and alterations in the reproductive system in wild male mink (Neovison vison) from Sweden,2015,Chemosphere,P_0477_Persson_2015,NA,NA,NA,Other,,P_0477_Persson_2015,NA,,Fully,Lorenzo,,17/03/2022,16/03/2022,8,,,,
P_0478,Long-chain perfluoroalkyl carboxylic acids in Pacific cods from coastal areas in northern Japan: A major source of human dietary exposure,2015,Environmental Pollution,P_0478_Fujii_2015,NA,Fish,NA,NA,,P_0478_Fujii_2015,P_0478_Fujii_2015_Suppl,,Fully,Lorenzo,,17/03/2022,16/03/2022,13,,,,
P_0479,Occurrence of legacy and emerging halogenated organic contaminants in marine shellfish along French coasts,2015,Chemosphere,,,,,,,,,,,Cat,,17/03/2022,,,,,,
P_0480,Perfluoroalkyl substance concentrations in a terrestrial raptor: Relationships to environmental conditions and individual traits,2015,Environmental Toxicology and Chemistry,,,,,,,,,,,Cat,,17/03/2022,,,,,,
P_0481,Endocrine and fitness correlates of long-chain perfluorinated carboxylates exposure in arctic breeding black-legged kittiwakes,2014,Environmental Science and Technology,,,,,,,,,,,Cat,,17/03/2022,,,,,,
P_0482,Perfluorinated compounds in fish from U.S. urban rivers and the Great Lakes,2014,Science of the Total Environment,,,,,,,,,,,Cat,,17/03/2022,,,,,,
P_0483,Spatial and temporal patterns in concentrations of perfluorinated compounds in bald eagle nestlings in the upper Midwestern United States,2014,Environmental Science and Technology,,,,,,,,,,,Cat,,17/03/2022,,,,,,
P_0484,Partitioning behavior of perfluorinated compounds between sediment and biota in the Pearl River Delta of South China,2014,Marine Pollution Bulletin,,,,,,,,,,,Cat,,17/03/2022,,,,,,
P_0485,Pilot study on levels of chemical contaminants and porphyrins in Caretta caretta from the Mediterranean Sea,2014,Marine Environmental Research,,,,,,,,,,,Cat,,17/03/2022,,,,,,
P_0486,Fish consumption as a source of human exposure to perfluorinated alkyl substances in Italy: Analysis of two edible fish from Lake Maggiore,2014,Chemosphere,,,,,,,,,,,Cat,,17/03/2022,,,,,,
P_0487,Partitioning of perfluorooctanesulfonate and perfluorohexanesulfonate in the aquatic environment after an accidental release of aqueous film forming foam at Schiphol Amsterdam Airport,2014,Environmental Toxicology and Chemistry,,,,,,,,,,,Cat,,17/03/2022,,,,,,
P_0488,"Occurrence of perfluorinated compounds in the aquatic environment as found in science park effluent, river water, rainwater, sediments, and biotissues",2014,Environmental Monitoring and Assessment,,,,,,,,,,,Cat,,17/03/2022,,,,,,
P_0489,PFAAs in fish and other seafood products from icelandic waters,2014,Journal of Environmental and Public Health,,,,,,,,,,,Cat,,17/03/2022,,,,,,
P_0490,"High levels of perfluoroalkyl acids in sport fish species downstream of a firefighting training facility at Hamilton International Airport, Ontario, Canada",2014,Environment International,,,,,,,,,,,Cat,,17/03/2022,,,,,,
P_0491,Cooking fish is not effective in reducing exposure to perfluoroalkyl and polyfluoroalkyl substances,2014,Environment International,,,,,,,,,,,Cat,,17/03/2022,,,,,,
P_0492,Temporal trends of perfluoroalkane sulfonic acids and their sulfonamide-based precursors in herring from the Swedish west coast 1991-2011 including isomer-specific considerations,2014,Environment International,,,,,,,,,,,Cat,,17/03/2022,,,,,,
P_0493,Perfluorooctane sulfonate (PFOS) contamination of fish in urban lakes: A prioritization methodology for lake management,2013,Water Research,,,,,,,,,,,Cat,,17/03/2022,,,,,,
P_0495,Transthyretin-binding activity of contaminants in blood from polar bear (Ursus maritimus) cubs,2013,Environmental Science and Technology,,,,,,,,,,,Cat,,17/03/2022,,,,,,
P_0496,"Levels of chlorinated, brominated, and perfluorinated contaminants in birds of prey spanning multiple trophic levels",2013,Journal of Wildlife Diseases,,,,,,,,,,,Cat,,17/03/2022,,,,,,
P_0497,Perfluoroalkyl acids in the Canadian environment: Multi-media assessment of current status and trends,2013,Environment International,,,,,,,,,,,Cat,,17/03/2022,,,,,,
P_0498,Levels and trends of the emerging contaminants HBCDs (hexabromocyclododecanes) and PFCs (perfluorinated compounds) in marine shellfish along French coasts,2013,Chemosphere,,,,,,,,,,,Cat,,17/03/2022,,,,,,
P_0499,Perfluoroalkyl substances in soft tissues and tail feathers of Belgian barn owls (Tyto alba) using statistical methods for left-censored data to handle non-detects,2013,Environment International,,,,,,,,,,,Cat,,17/03/2022,,,,,,
P_0500,Temporal and spatial trends of perfluoroalkyl substances in liver of roe deer (Capreolus capreolus),2012,Environmental Pollution,,,,,,,,,,,Cat,,17/03/2022,,,,,,
P_0501,Enantiospecific perfluorooctane sulfonate (PFOS) analysis reveals evidence for the source contribution of PFOS-precursors to the Lake Ontario foodweb,2012,Environmental Science and Technology,,,,,,,,,,,Cat,,17/03/2022,,,,,,
P_0502,"Human exposure to perfluorinated compounds in Catalonia, Spain: Contribution of drinking water and fish and shellfish",2012,Journal of Agricultural and Food Chemistry,,,,,,,,,,,Cat,,17/03/2022,,,,,,
P_0503,Distribution of perfluorinated compounds in Yellow-legged gull eggs (Larus michahellis) from the Iberian Peninsula,2012,Science of the Total Environment,,,,,,,,,,,Cat,,17/03/2022,,,,,,
P_0504,Persistent Organic Pollutants in gull eggs of two species (Larus michahellis and Larus audouinii) from the Ebro delta Natural Park,2012,Chemosphere,,,,,,,,,,,Cat,,17/03/2022,,,,,,
P_0505,Spatial trends of perfluorochemicals in harbor seals (phoca vitulina) from danish waters,2012,Science of the Total Environment,,,,,,,,,,,Cat,,17/03/2022,,,,,,
P_0506,Twenty years of temporal change in perfluoroalkyl sulfonate and carboxylate contaminants in herring gull eggs from the Laurentian Great Lakes,2011,Journal of Environmental Monitoring,P_0506_Gebbink_2011,Bird,NA,NA,NA,,P_0506_Gebbink_2011,P_0506_Gebbink_2011_Suppl,,Fully,Lorenzo,,24/03/2022,17/03/2022,9,,,,
P_0507,"Levels, temporal trends, and tissue distribution of perfluorinated surfactants in freshwater fish from Asian countries",2011,Archives of Environmental Contamination and Toxicology,P_0507_Murakami_2011,NA,Fish,NA,NA,,P_0507_Murakami_2011,NA,,Fully,Lorenzo,,24/03/2022,17/03/2022,9,,,,
P_0508,Long-term environmental fate of perfluorinated compounds after accidental release at Toronto airport,2011,Environmental Science and Technology,P_0508_Awad_2011,NA,Fish,NA,NA,,P_0508_Awad_2011,P_0508_Awad_2011_Suppl,,Fully,Lorenzo,,24/03/2022,17/03/2022,13,,,,
P_0509,"Temporal trends and pattern of polyfluoroalkyl compounds in tawny owl (Strix aluco) eggs from Norway, 1986-2009",2011,Environmental Science and Technology,P_0509_Ahrens_2011,Bird,NA,NA,NA,,P_0509_Ahrens_2011,P_0509_Ahrens_2011_Suppl,,Fully,Lorenzo,,24/03/2022,17/03/2022,14,,,,
P_0510,"Perfluorinated compounds in estuarine and coastal areas of north Bohai Sea, China",2011,Marine Pollution Bulletin,P_0510_Wang_2011,NA,Fish,NA,Other,,P_0510_Wang_2011,NA,,Fully,Lorenzo,,24/03/2022,18/03/2022,7,,,,
P_0511,"Reprint of: Temporal trends of polyfluoroalkyl compounds (PFCs) in liver tissue of grey seals (Halichoerus grypus) from the Baltic Sea, 1974-2008",2011,Chemosphere,P_0511_Kratzer_2011,NA,NA,Marine Mammals,NA,,P_0511_Kratzer_2011,P_0511_Kratzer_2011_Suppl,,Fully,Lorenzo,,24/03/2022,18/03/2022,10,,,,
P_0512,Temporal and spatial trends of perfluorinated compounds in juvenile loggerhead sea turtles (Caretta caretta) along the east coast of the United States,2010,Environmental Science and Technology,P_0512_O'Connell_2010,NA,NA,NA,Other,,P_0512_O'Connell_2010,P_0512_O'Connell_2010_Suppl,,Fully,Lorenzo,,24/03/2022,18/03/2022,11,,,,
P_0513,Biomonitoring of perfluorochemicals and toxicity to the downstream fish community of Etobicoke Creek following deployment of aqueous film-forming foam,2010,Aquatic Toxicology,P_0513_Oakes_2010,NA,Fish,NA,NA,,P_0513_Oakes_2010,P_0513_Oakes_2010_Suppl,,Fully,Lorenzo,,24/03/2022,18/03/2022,15,,,,
P_0514,"Temporal trends of perfluorinated surfactants in Swedish peregrine falcon eggs (Falco peregrinus), 1974-2007",2010,Environmental Science and Technology,,,,,,,,,,,Lorenzo,,24/03/2022,,,,,,
P_0515,Linear and branched perfluorooctane sulfonate isomer patterns in herring gull eggs from colonial sites across the laurentian great lakes,2010,Environmental Science and Technology,,,,,,,,,,,Lorenzo,,24/03/2022,,,,,,
P_0516,"Perfluorinated compounds in water, sediment, soil and biota from estuarine and coastal areas of Korea",2010,Environmental Pollution,,,,,,,,,,,Lorenzo,,24/03/2022,,,,,,
P_0517,Geographical Distribution of Perfluorinated Compounds in Fish from Minnesota Lakes and Rivers,2010,Environmental Science and Technology,,,,,,,,,,,Lorenzo,,24/03/2022,,,,,,
P_0518,Liquid chromatography/mass spectrometry analysis of perfluoroalkyl carboxylic acids and perfluorooctanesulfonate in bivalve shells: Extraction method optimization,2010,Journal of Chromatography A,,,,,,,,,,,Lorenzo,,24/03/2022,,,,,,
P_0519,Investigation of perfluorinated compounds (PFCs) in mollusks from coastal waters in the Bohai Sea of China,2010,Journal of Environmental Monitoring,,,,,,,,,,,Lorenzo,,24/03/2022,,,,,,
P_0520,The relationship between perfluorinated chemical levels in the feathers and livers of birds from different trophic levels,2009,Science of the Total Environment,,,,,,,,,,,Lorenzo,,24/03/2022,,,,,,
P_0521,High levels of contaminants in ivory gull Pagophila eburnea eggs from the Russian and Norwegian arctic,2009,Environmental Science and Technology,,,,,,,,,,,Lorenzo,,24/03/2022,,,,,,
P_0522,"Perfluorinated organic contaminants in sediment and aquatic wildlife, including sharks, from Georgia, USA",2009,Marine Pollution Bulletin,,,,,,,,,,,Lorenzo,,24/03/2022,,,,,,
P_0523,Temporal trends (1992-2007) of perfluorinated chemicals in Northern Sea Otters (Enhydra lutris kenyoni) from south-central alaska,2009,Archives of Environmental Contamination and Toxicology,,,,,,,,,,,Lorenzo,,24/03/2022,,,,,,
P_0524,Fish consumption as a source of human exposure to perfluorinated alkyl substances in Sweden - Analysis of edible fish from Lake Vättern and the Baltic Sea,2009,Chemosphere,,,,,,,,,,,Lorenzo,,24/03/2022,,,,,,
P_0525,"Total fluorine, extractable organic fluorine, perfluorooctane sulfonate and other related fluorochemicals in liver of Indo-Pacific humpback dolphins (Sousa chinensis) and finless porpoises (Neophocaena phocaenoides) from South China",2009,Environmental Pollution,,,,,,,,,,,Lorenzo,,24/03/2022,,,,,,
P_0526,Fractionation and bioaccumulation of perfluorooctane sulfonate (PFOS) isomers in a lake ontario food web,2008,Environmental Science and Technology,,,,,,,,,,,Lorenzo,,24/03/2022,,,,,,
P_0527,"Perfluorinated contaminants in ringed, bearded, spotted, and ribbon seals from the Alaskan Bering and Chukchi Seas",2008,Marine Pollution Bulletin,,,,,,,,,,,Lorenzo,,24/03/2022,,,,,,
P_0528,"Polybrominated diphenyl ethers, perfluorinated compounds and chlorinated pesticides in swordfish (Xiphias gladius) from the Mediterranean Sea",2008,Environmental Science and Technology,,,,,,,,,,,Lorenzo,,24/03/2022,,,,,,
P_0529,PFOS and PFOA in the livers of harbour porpoises (Phocoena phocoena) stranded or bycaught around the UK,2008,Marine Pollution Bulletin,,,,,,,,,,,Lorenzo,,24/03/2022,,,,,,
P_0530,Spatial trends of perfluoroalkyl compounds in ringed seals (Phoca hispida) from the Canadian arctic,2008,Environmental Toxicology and Chemistry,,,,,,,,,,,Lorenzo,,24/03/2022,,,,,,
P_0531,"Chlorinated, brominated, and perfluorinated compounds, polycyclic aromatic hydrocarbons and trace elements in livers of sea otters from California, Washington, and Alaska (USA), and Kamchatka (Russia)",2008,Journal of Environmental Monitoring,,,,,,,,,,,Cat,,24/03/2022,,,,,,
P_0532,Trends of perfluorinated alkyl substances in herring gull eggs from two coastal colonies in northern norway: 1983-2003,2007,Environmental Science and Technology,,,,,,,,,,,Cat,,24/03/2022,,,,,,
P_0533,Rapid response of arctic ringed seals to changes in perfluoroalkyl production,2007,Environmental Science and Technology,,,,,,,,,,,Cat,,24/03/2022,,,,,,
P_0534,"Perfluoroalkyl compounds in relation to life-history and reproductive parameters in bottlenose dolphins (Tursiops truncatus) from Sarasota Bay, Florida, USA",2006,Environmental Toxicology and Chemistry,,,,,,,,,,,Cat,,24/03/2022,,,,,,
P_0535,The bioconcentration factor of perfluorooctane sulfonate is significantly larger than that of perfluorooctanoate in wild turtles (Trachemys scripta elegans and Chinemys reevesii): An Ai river ecological study in Japan,2006,Ecotoxicology and Environmental Safety,,,,,,,,,,,Cat,,24/03/2022,,,,,,
P_0536,"Temporal trends of perfluoroalkyl contaminants in polar bears (Ursus maritimus) from two locations in the North American Arctic, 1972-2002",2006,Environmental Science and Technology,,,,,,,,,,,Cat,,24/03/2022,,,,,,
P_0537,Is fish a major source of fluoridated surfactants and repellents in humans living on the baltic coast?,2006,Environmental Science and Technology,,,,,,,,,,,Cat,,24/03/2022,,,,,,
P_0538,Alkaline digestion and solid phase extraction method for perfluorinated compounds in mussels and oysters from south China and Japan,2006,Archives of Environmental Contamination and Toxicology,,,,,,,,,,,Cat,,24/03/2022,,,,,,
P_0539,Perfluorinated compounds in the plasma of loggerhead and Kemp's ridley sea turtles from the southeastern coast of the United States,2005,Environmental Science and Technology,,,,,,,,,,,Cat,,24/03/2022,,,,,,
P_0540,"Chlorinated, brominated, and perfluorinated contaminants in livers of polar bears from Alaska",2005,Environmental Science and Technology,,,,,,,,,,,Cat,,24/03/2022,,,,,,
P_0541,"Baseline study of perfluorooctane sulfonate occurrence in mussels, Mytilus galloprovincialis, from north-central portuguese estuaries",2005,Marine Pollution Bulletin,,,,,,,,,,,Cat,,24/03/2022,,,,,,
P_0542,Circumpolar study of perfluoroalkyl contaminants in polar bears (Ursus maritimus),2005,Environmental Science and Technology,,,,,,,,,,,Cat,,24/03/2022,,,,,,
P_0543,Perflouroalkyl contaminants in liver tissue from East Greenland polar bears (Ursus maritimus),2005,Environmental Toxicology and Chemistry,,,,,,,,,,,Cat,,24/03/2022,,,,,,
P_0544,"Effects of contaminant exposure on reproductive success of ospreys (Pandion haliaetus) nesting in Delaware River and Bay, USA",2005,Environmental Toxicology and Chemistry,,,,,,,,,,,Cat,,24/03/2022,,,,,,
P_0545,Development and characterization of a solvent extraction-gas chromatographic/mass spectrometric method for the analysis of perfluorooctanesulfonamide compounds in solid matrices,2005,Journal of Chromatography A,,,,,,,,,,,Cat,,24/03/2022,,,,,,
P_0546,Perfluoroalkyl contaminants in a food web from Lake Ontario,2004,Environmental Science and Technology,,,,,,,,,,,Cat,,24/03/2022,,,,,,
P_0547,Identification of Long-Chain Perfluorinated Acids in Biota from the Canadian Arctic,2004,Environmental Science and Technology,,,,,,,,,,,Cat,,24/03/2022,,,,,,
